[09:57:19] [gimbal_controller] [INFO] [1754099839.258521563] [gimbal_controller]: 云台控制器节点已启动
[09:57:19] [gimbal_controller] [INFO] [1754099839.259266759] [gimbal_controller]: 图像中心设置为: (640, 540)
[09:57:19] [gimbal_controller] [INFO] [1754099839.259749750] [gimbal_controller]: 激光模式: continuous (auto_off=瞄准后1秒关闭, continuous=持续开启)
[09:57:19] [gimbal_controller] [INFO] [1754099839.260193951] [gimbal_controller]: 激光安全开关: GPIO5 (低电平:禁用激光, 高电平:允许激光)
[09:57:19] [gimbal_controller] [INFO] [1754099839.260594694] [gimbal_controller]: 订阅话题: /target_data
[09:57:19] [gimbal_controller] [INFO] [1754099839.260986396] [gimbal_controller]: 发布话题: /uart1_sender_topic (30Hz)
[09:57:19] [gimbal_controller] [INFO] [1754099839.261389764] [gimbal_controller]: 控制频率: 30Hz
[09:57:19] [gimbal_controller] [INFO] [1754099839.263979720] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:21] [gimbal_controller] [INFO] [1754099841.703077491] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:21] [gimbal_controller] [INFO] [1754099841.744035540] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:21] [gimbal_controller] [INFO] [1754099841.779813970] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:21] [gimbal_controller] [INFO] [1754099841.836951368] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:21] [gimbal_controller] [INFO] [1754099841.868058835] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:21] [gimbal_controller] [INFO] [1754099841.921008554] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:21] [gimbal_controller] [INFO] [1754099841.978721692] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.026850535] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.065977533] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.137233397] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.182452915] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.224878314] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.271482350] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.302308948] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.365456617] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.401438919] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.440830745] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.475226698] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.521077955] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.551776513] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.594539657] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.628256913] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.676060554] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.712594095] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.758824804] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.811470320] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.855746604] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.906156825] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.943677059] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:22] [gimbal_controller] [INFO] [1754099842.970999633] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.012270927] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.045771770] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.076186542] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.127843033] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.161475124] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.200903991] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.233312853] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.262679684] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.299823091] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.336877248] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.372456181] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.404755962] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.434866822] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.467189352] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.503111571] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.536678038] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.566811648] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.597340459] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.637359358] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.670092548] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.721738831] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.759365520] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.797875945] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.846329407] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.890818313] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.930450177] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:23] [gimbal_controller] [INFO] [1754099843.975946773] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.009607739] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.045403960] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.076311931] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.105731845] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.149845090] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.190496311] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.226537528] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.259919665] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.291207963] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.320974954] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.358116318] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.391982322] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.442564915] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.498301462] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.536727888] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.575968633] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.627992035] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.674414074] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.705141506] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.756540169] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.792753466] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.828993013] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.869943770] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.908343072] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:24] [gimbal_controller] [INFO] [1754099844.941030471] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.010134164] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.036588753] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.076056119] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.114001595] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.161922775] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.208771807] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.244602444] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.294701754] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.336041588] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.369220729] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.433125260] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.467612795] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.513564968] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.560205753] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:57:25] [gimbal_controller] [INFO] [1754099845.605404855] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
